OrderDetailID,OrderID,ProductID,Quantity,UnitPrice,Discount
853,1409,79,2,254.97,21.00
854,712,19,5,324.93,2.00
855,170,12,4,303.81,10.00
856,1214,38,4,381.29,15.00
857,1085,24,5,532.85,11.00
858,614,51,2,637.73,18.00
859,365,38,2,109.24,10.00
860,185,7,3,329.56,11.00
861,757,9,1,97.10,14.00
862,743,38,2,287.26,23.00
863,1112,40,2,593.67,20.00
864,456,61,4,109.12,17.00
865,806,79,4,578.79,12.00
866,168,15,3,678.61,1.00
867,22,23,4,351.41,17.00
868,1270,32,5,647.74,0.00
869,805,58,3,507.67,12.00
870,1055,14,5,136.95,4.00
871,471,6,1,570.72,22.00
872,611,48,2,51.47,10.00
873,1312,29,4,392.76,21.00
874,117,42,2,307.70,17.00
875,1368,30,4,183.04,3.00
876,147,72,3,169.23,22.00
877,890,76,4,171.52,10.00
878,834,31,1,376.87,8.00
879,1164,70,3,239.68,23.00
880,1427,33,3,299.55,1.00
881,830,34,4,504.95,13.00
882,759,71,4,237.44,9.00
883,204,5,5,10.68,17.00
884,114,80,2,206.14,13.00
885,164,53,3,30.52,22.00
886,1116,57,1,430.85,19.00
887,532,77,4,154.01,12.00
888,1379,40,4,297.90,18.00
889,836,27,5,223.11,6.00
890,584,55,3,128.09,2.00
891,603,42,4,288.01,11.00
892,1177,36,3,147.35,1.00
893,964,61,4,471.55,9.00
894,266,60,5,580.90,2.00
895,1219,29,5,545.50,15.00
896,696,7,4,228.66,0.00
897,947,20,3,286.34,16.00
898,1072,52,2,642.73,19.00
899,30,3,1,63.16,10.00
900,68,45,2,280.53,23.00
901,321,31,1,104.49,11.00
902,1427,14,2,203.42,12.00
903,1120,39,1,251.16,18.00
904,727,43,3,222.84,16.00
905,1055,26,1,542.79,3.00
906,48,18,5,201.00,1.00
907,463,41,2,370.25,8.00
908,18,39,5,164.22,23.00
909,523,48,1,234.72,4.00
910,388,59,1,648.93,4.00
911,1071,74,1,155.84,5.00
912,601,67,4,573.42,13.00
913,1374,19,4,16.15,2.00
914,1439,22,2,492.55,12.00
915,631,18,4,327.17,23.00
916,176,6,2,377.35,22.00
917,916,16,2,672.44,7.00
918,184,11,4,299.90,19.00
919,1035,37,1,314.27,4.00
920,953,69,5,264.59,24.00
921,967,51,5,491.01,22.00
922,425,54,5,126.91,15.00
923,84,58,2,303.59,2.00
924,1218,80,4,77.08,16.00
925,1178,24,3,59.15,23.00
926,554,40,4,409.96,6.00
927,79,80,5,423.81,6.00
928,822,11,1,412.02,0.00
929,123,50,4,36.89,24.00
930,859,5,3,259.70,12.00
931,514,40,1,645.60,12.00
932,1374,69,3,672.44,0.00
933,766,36,5,313.62,13.00
934,1193,49,1,428.11,0.00
935,146,29,1,663.91,7.00
936,643,19,1,540.51,17.00
937,1119,52,2,528.78,21.00
938,786,61,4,526.32,14.00
939,25,52,3,404.04,11.00
940,581,51,4,89.64,2.00
941,261,11,3,143.32,12.00
942,1218,28,4,277.59,22.00
943,587,59,5,268.94,24.00
944,828,74,3,615.05,4.00
945,997,8,5,259.82,5.00
946,165,36,4,345.44,5.00
947,1209,58,1,585.57,14.00
948,950,67,3,487.30,12.00
949,1067,50,1,611.81,9.00
950,371,64,2,152.66,9.00
951,1407,32,1,298.65,7.00
952,259,21,1,51.57,9.00
953,657,46,2,29.69,22.00
954,1231,67,5,294.06,18.00
955,486,72,2,168.77,19.00
956,1257,39,4,155.61,6.00
957,228,22,3,288.76,15.00
958,17,30,1,19.40,25.00
959,561,1,3,164.10,23.00
960,247,70,5,68.70,8.00
961,352,2,2,626.99,14.00
962,1034,51,5,228.73,24.00
963,74,47,5,502.25,8.00
964,206,65,2,78.69,13.00
965,858,26,1,687.30,14.00
966,721,60,3,545.31,7.00
967,707,28,3,447.25,14.00
968,180,55,5,285.63,5.00
969,1179,12,4,153.30,2.00
970,175,57,3,64.28,6.00
971,996,71,5,457.82,4.00
972,657,29,2,293.71,23.00
973,385,43,1,265.64,1.00
974,237,3,5,232.20,24.00
975,1022,63,1,68.14,4.00
976,1435,40,5,170.35,11.00
977,896,56,3,203.51,4.00
978,55,55,2,271.01,21.00
979,1262,27,5,85.89,0.00
980,199,43,2,560.05,16.00
981,372,30,4,623.86,6.00
982,248,58,5,650.95,14.00
983,1311,39,2,96.98,23.00
984,1418,57,5,138.64,21.00
985,390,36,4,620.84,13.00
986,848,49,5,421.81,16.00
987,207,80,3,424.85,9.00
988,823,28,5,173.25,10.00
989,425,63,1,212.21,18.00
990,568,6,4,351.75,25.00
991,522,12,2,272.47,14.00
992,1247,40,1,166.22,15.00
993,59,10,4,612.35,5.00
994,862,33,2,180.01,21.00
995,1018,66,5,144.18,24.00
996,946,52,1,260.85,0.00
997,156,46,3,326.97,17.00
998,262,33,3,157.60,4.00
999,122,7,4,42.88,4.00
1000,729,37,3,27.79,15.00
1001,1475,65,5,685.55,9.00
1002,744,41,3,497.81,16.00
1003,955,79,1,240.23,23.00
1004,1489,80,5,604.85,15.00
1005,794,64,1,147.66,18.00
1006,1028,53,3,12.97,7.00
1007,365,32,1,685.55,17.00
1008,114,39,5,262.26,14.00
1009,706,3,3,526.53,7.00
1010,674,47,2,242.66,10.00
1011,499,40,4,39.12,2.00
1012,1211,67,2,682.52,2.00
1013,487,29,1,118.06,13.00
1014,767,58,5,419.43,17.00
1015,499,19,5,532.91,8.00
1016,290,76,3,586.16,12.00
1017,889,54,4,214.37,11.00
1018,1151,17,3,482.68,24.00
1019,852,60,1,258.44,0.00
1020,535,50,4,648.25,13.00
1021,1327,45,4,551.76,23.00
1022,191,8,1,485.43,4.00
1023,1370,42,3,322.60,8.00
1024,551,14,4,113.23,14.00
1025,207,2,4,296.59,8.00
1026,615,33,3,662.40,3.00
1027,1465,69,4,101.78,12.00
1028,1174,49,4,537.44,0.00
1029,830,45,1,379.00,0.00
1030,336,79,5,245.26,4.00
1031,1429,24,4,259.59,14.00
1032,1298,67,5,467.29,25.00
1033,83,80,4,303.13,15.00
1034,1125,45,1,386.15,22.00
1035,439,72,4,322.08,22.00
1036,878,61,4,224.00,16.00
1037,572,6,2,650.92,25.00
1038,1130,77,5,186.48,3.00
1039,597,69,3,556.82,23.00
1040,1082,3,5,405.18,1.00
1041,281,69,5,232.89,5.00
1042,1014,12,3,220.56,24.00
1043,330,68,1,27.09,22.00
1044,86,32,3,132.58,3.00
1045,197,70,4,389.77,22.00
1046,687,45,1,22.98,0.00
1047,412,70,4,288.43,10.00
1048,630,74,5,199.75,12.00
1049,1135,46,4,405.34,15.00
1050,1039,23,3,390.46,1.00
1051,32,26,5,524.33,12.00
1052,1039,52,1,505.66,5.00
1053,779,61,2,70.82,7.00
1054,523,51,4,551.97,17.00
1055,382,35,2,48.16,4.00
1056,1330,44,5,189.51,12.00
1057,493,34,5,537.66,6.00
1058,341,35,3,208.98,8.00
1059,894,46,1,546.91,20.00
1060,671,50,2,480.33,25.00
1061,828,26,3,606.49,16.00
1062,681,25,2,495.32,1.00
1063,1453,3,2,278.86,17.00
1064,1109,58,1,357.20,20.00
1065,234,37,5,65.91,14.00
1066,29,17,3,325.53,5.00
1067,401,57,2,102.66,3.00
1068,429,57,1,426.00,21.00
1069,265,49,3,173.04,20.00
1070,881,80,1,257.87,23.00
1071,1244,40,4,572.59,1.00
1072,860,52,5,676.35,5.00
1073,198,76,4,90.45,5.00
1074,267,54,3,697.82,12.00
1075,121,19,5,661.76,4.00
1076,967,68,2,613.54,0.00
1077,78,16,1,180.40,12.00
1078,150,44,3,307.44,4.00
1079,1278,60,2,162.08,25.00
1080,787,72,5,316.12,24.00
1081,19,46,5,363.25,7.00
1082,692,44,3,84.37,8.00
1083,570,73,5,108.59,4.00
1084,333,31,3,67.37,19.00
1085,302,79,2,673.65,17.00
1086,762,18,1,695.68,23.00
1087,950,31,5,162.36,6.00
1088,145,22,1,387.43,4.00
1089,745,75,5,38.28,18.00
1090,573,24,2,119.15,24.00
1091,506,38,3,163.05,11.00
1092,908,76,5,392.87,11.00
1093,573,46,1,655.12,20.00
1094,641,68,2,241.72,23.00
1095,1227,79,5,38.38,17.00
1096,692,40,4,534.32,1.00
1097,1474,3,1,540.90,15.00
1098,815,77,4,525.09,2.00
1099,124,16,1,301.85,4.00
1100,1016,39,1,567.43,13.00
1101,189,42,2,419.57,1.00
1102,601,12,5,697.42,9.00
1103,1303,45,2,534.71,15.00
1104,536,42,2,648.85,2.00
1105,466,58,1,14.79,7.00
1106,788,36,2,515.53,10.00
1107,1177,22,5,543.39,1.00
1108,297,70,5,369.04,7.00
1109,1044,71,4,214.25,6.00
1110,1488,28,2,349.75,0.00
1111,515,4,5,353.74,25.00
1112,1274,18,4,21.79,22.00
1113,929,29,2,699.45,15.00
1114,1198,67,3,595.67,9.00
1115,746,38,5,33.54,8.00
1116,856,48,5,149.94,7.00
1117,418,23,1,318.59,10.00
1118,563,23,3,293.03,6.00
1119,327,49,4,642.31,22.00
1120,517,16,5,275.82,7.00
1121,701,35,5,66.67,20.00
1122,1276,53,3,146.47,10.00
1123,1177,41,1,92.06,4.00
1124,991,28,3,172.14,22.00
1125,1352,28,4,592.37,11.00
1126,677,26,5,391.31,20.00
1127,1374,58,1,656.37,14.00
1128,960,14,1,13.18,23.00
1129,963,5,3,429.90,4.00
1130,1175,3,1,134.05,21.00
1131,610,57,2,229.62,16.00
1132,765,70,4,558.80,23.00
1133,1171,41,2,406.05,4.00
1134,505,9,3,432.80,7.00
1135,1232,15,4,563.02,4.00
1136,238,36,4,235.77,25.00
1137,802,76,4,343.09,20.00
1138,345,6,2,295.34,10.00
1139,553,37,2,627.57,0.00
1140,44,56,4,128.89,5.00
1141,837,40,5,265.17,22.00
1142,1077,33,4,287.80,22.00
1143,363,48,2,312.63,2.00
1144,102,40,5,561.08,13.00
1145,545,10,3,403.09,4.00
1146,881,1,3,674.74,23.00
1147,152,41,1,541.04,0.00
1148,1287,29,1,505.14,21.00
1149,767,10,4,24.40,17.00
1150,381,29,5,23.31,12.00
1151,241,62,2,110.10,23.00
1152,467,54,5,163.87,1.00
1153,85,20,5,461.94,23.00
1154,489,25,2,509.38,17.00
1155,718,46,4,362.04,21.00
1156,1344,56,3,517.74,23.00
1157,903,56,2,109.16,5.00
1158,608,51,5,618.95,24.00
1159,637,32,2,695.65,6.00
1160,862,9,5,254.92,23.00
1161,421,10,4,310.02,20.00
1162,1206,73,5,236.54,6.00
1163,99,8,1,166.70,5.00
1164,81,79,2,278.25,1.00
1165,724,19,1,276.95,24.00
1166,1348,80,1,188.87,17.00
1167,1229,32,2,517.08,16.00
1168,665,15,2,313.38,12.00
1169,466,42,1,694.27,22.00
1170,1250,23,1,386.27,12.00
1171,972,64,3,157.70,23.00
1172,289,6,1,304.18,4.00
1173,59,17,1,631.42,20.00
1174,305,45,5,564.87,1.00
1175,747,54,1,653.55,1.00
1176,1337,20,4,268.14,14.00
1177,140,46,5,404.20,20.00
1178,1140,10,5,195.41,8.00
1179,657,39,5,72.24,8.00
1180,1198,54,4,179.12,17.00
1181,365,24,5,621.28,13.00
1182,836,54,3,367.35,24.00
1183,265,22,1,135.06,15.00
1184,332,3,2,308.79,4.00
1185,1027,26,4,260.90,8.00
1186,1254,36,5,189.29,11.00
1187,901,40,3,566.54,0.00
1188,35,77,5,450.16,1.00
1189,912,12,4,503.54,22.00
1190,456,75,5,372.92,3.00
1191,930,49,4,139.88,24.00
1192,48,77,2,504.13,19.00
1193,1082,49,4,467.43,16.00
1194,43,54,1,626.29,0.00
1195,217,59,3,439.26,19.00
1196,542,52,1,152.76,5.00
1197,1382,11,1,279.82,25.00
1198,930,57,4,662.19,9.00
1199,211,28,1,625.73,11.00
1200,337,30,5,273.32,15.00
1201,10,42,2,141.31,20.00
1202,329,45,2,665.14,21.00
1203,1247,6,3,112.74,14.00
1204,468,43,2,370.98,23.00
1205,384,54,4,691.23,10.00
1206,741,43,3,434.46,7.00
1207,1242,1,3,417.22,24.00
1208,1488,47,5,659.86,25.00
1209,515,42,1,481.40,5.00
1210,1291,71,5,668.09,10.00
1211,1207,9,2,335.72,22.00
1212,878,39,1,161.96,9.00
1213,581,40,2,281.78,22.00
1214,980,73,4,649.59,10.00
1215,378,19,2,233.20,12.00
1216,806,47,3,557.25,13.00
1217,803,45,3,369.61,23.00
1218,357,29,4,536.92,17.00
1219,1454,72,4,377.80,23.00
1220,511,47,2,623.71,16.00
1221,438,30,5,595.24,2.00
1222,1020,68,5,485.53,17.00
1223,978,72,3,568.27,21.00
1224,681,66,4,516.56,16.00
1225,1371,75,5,693.79,10.00
1226,1043,78,5,55.66,14.00
1227,484,74,5,59.85,25.00
1228,982,62,3,273.92,1.00
1229,1099,43,4,408.18,13.00
1230,658,72,5,376.02,3.00
1231,54,1,1,366.97,8.00
1232,397,13,3,367.77,21.00
1233,326,34,3,247.72,11.00
1234,1444,59,1,393.23,1.00
1235,1425,79,3,113.96,5.00
1236,1139,51,3,176.81,21.00
1237,249,48,2,356.57,20.00
1238,1307,39,3,259.01,24.00
1239,1341,40,5,352.04,20.00
1240,1139,69,3,249.25,6.00
1241,1318,53,3,629.16,23.00
1242,123,23,2,171.21,24.00
1243,755,20,2,100.95,25.00
1244,357,45,5,574.84,8.00
1245,1018,19,4,315.95,22.00
1246,885,69,4,379.94,9.00
1247,557,76,4,40.62,23.00
1248,435,59,4,328.92,18.00
1249,18,49,3,156.11,15.00
1250,1416,16,3,428.05,8.00
1251,1413,79,2,88.63,23.00
1252,40,17,2,572.07,16.00
1253,547,24,4,473.24,8.00
1254,184,37,1,250.59,25.00
1255,1383,58,4,294.71,11.00
1256,1438,10,4,14.57,10.00
1257,847,51,1,151.87,17.00
1258,662,69,2,69.45,3.00
1259,113,79,5,512.91,0.00
1260,456,5,2,691.96,13.00
1261,852,29,2,187.40,15.00
1262,435,51,1,219.01,18.00
1263,314,67,4,341.83,3.00
1264,414,67,3,618.14,19.00
1265,731,55,4,355.94,12.00
1266,1250,9,1,91.72,8.00
1267,174,11,5,617.67,11.00
1268,183,64,1,241.53,7.00
1269,1478,1,1,691.36,18.00
1270,1331,3,5,356.44,16.00
1271,910,3,3,50.83,21.00
1272,1209,42,1,116.25,8.00
1273,468,72,4,197.09,10.00
1274,32,62,2,391.77,4.00
1275,917,60,1,55.53,6.00
1276,576,8,2,389.48,13.00
1277,1383,54,5,39.34,17.00
1278,317,14,2,114.36,13.00
1279,360,8,2,345.29,9.00
1280,64,60,2,196.35,11.00
1281,699,18,3,374.73,20.00
1282,1117,36,2,259.40,12.00
1283,1335,1,3,307.51,19.00
1284,1216,40,3,148.41,12.00
1285,304,44,5,361.93,4.00
1286,1347,44,5,499.36,8.00
1287,266,65,1,441.97,24.00
1288,805,32,2,530.02,17.00
1289,1286,13,5,372.04,2.00
1290,1291,31,4,343.24,7.00
1291,1279,72,2,685.88,21.00
1292,1405,45,4,46.14,21.00
1293,919,29,5,495.36,20.00
1294,478,17,1,571.23,9.00
1295,697,44,2,186.18,14.00
1296,172,71,1,687.03,22.00
1297,1297,29,1,472.74,11.00
1298,546,23,5,143.99,0.00
1299,1078,50,1,118.98,25.00
1300,915,57,5,267.15,19.00
1301,632,40,2,188.37,4.00
1302,1318,64,4,296.22,13.00
1303,206,37,3,608.44,1.00
1304,114,11,4,84.50,21.00
1305,1364,17,3,132.53,13.00
1306,447,33,2,296.62,24.00
1307,932,49,5,302.03,15.00
1308,1226,65,2,387.50,10.00
1309,3,4,3,155.81,13.00
1310,640,23,3,551.66,18.00
1311,381,26,2,408.29,4.00
1312,156,8,5,8.71,16.00
1313,672,14,2,622.10,9.00
1314,1168,65,2,306.56,11.00
1315,96,37,5,88.94,1.00
1316,638,30,3,361.90,18.00
1317,451,54,5,399.87,17.00
1318,1405,41,3,261.87,5.00
1319,1293,69,2,437.57,14.00
1320,799,67,2,26.23,18.00
1321,76,31,2,579.57,1.00
1322,1045,16,2,274.41,3.00
1323,971,29,5,450.70,25.00
1324,688,8,4,439.43,18.00
1325,845,5,2,220.99,13.00
1326,94,47,1,469.95,14.00
1327,228,72,5,173.02,16.00
1328,625,51,4,192.14,14.00
1329,726,36,4,326.43,4.00
1330,82,69,2,367.76,17.00
1331,376,67,3,525.07,25.00
1332,793,66,5,453.11,23.00
1333,783,67,3,219.05,0.00
1334,329,49,1,557.34,22.00
1335,694,27,3,279.90,21.00
1336,416,60,3,162.18,4.00
1337,1018,25,1,126.30,17.00
1338,112,3,4,51.78,11.00
1339,1135,64,4,593.95,1.00
1340,235,24,1,442.65,12.00
1341,1196,19,4,453.71,8.00
1342,43,56,4,83.49,15.00
1343,500,52,4,221.46,23.00
1344,435,56,1,207.53,15.00
1345,1323,74,5,288.57,18.00
1346,1142,53,4,352.59,15.00
1347,1345,25,5,412.70,24.00
1348,467,39,2,90.66,4.00
1349,1095,78,4,159.34,4.00
1350,1456,9,5,548.11,5.00
1351,7,73,2,650.94,19.00
1352,327,67,3,296.35,3.00
1353,1307,20,3,196.03,24.00
1354,1354,61,1,653.37,12.00
1355,1472,25,1,273.98,21.00
1356,561,16,2,25.65,9.00
1357,516,7,5,261.59,1.00
1358,1351,12,4,662.85,10.00
1359,244,17,1,84.25,23.00
1360,1030,57,1,586.62,7.00
1361,285,56,5,467.24,7.00
1362,795,41,5,376.72,17.00
1363,739,50,1,513.87,23.00
1364,475,7,3,352.38,18.00
1365,794,11,1,352.19,13.00
1366,616,56,3,583.55,0.00
1367,1123,24,2,163.50,24.00
1368,778,47,2,670.58,4.00
1369,357,43,3,416.76,12.00
1370,1201,67,2,634.58,15.00
1371,1382,73,2,350.32,0.00
1372,578,14,1,658.02,14.00
1373,523,12,1,440.80,23.00
1374,333,22,4,88.61,7.00
1375,993,70,4,361.12,11.00
1376,1074,62,3,354.88,25.00
1377,167,59,1,591.18,3.00
1378,816,44,1,307.76,17.00
1379,916,78,2,43.17,14.00
1380,547,50,4,495.38,7.00
1381,277,77,3,682.52,15.00
1382,515,44,2,47.62,1.00
1383,1110,61,5,104.67,23.00
1384,397,21,3,170.79,19.00
1385,701,22,3,299.40,22.00
1386,1144,10,3,371.22,22.00
1387,1491,48,4,76.89,23.00
1388,1227,49,5,584.83,22.00
1389,951,55,4,292.81,19.00
1390,762,44,5,74.60,22.00
1391,351,76,2,12.44,16.00
1392,102,22,5,523.68,13.00
1393,1392,39,5,345.85,10.00
1394,1324,67,3,11.44,11.00
1395,501,13,4,532.77,0.00
1396,431,68,3,442.16,1.00
1397,357,68,5,113.45,17.00
1398,742,12,4,666.03,14.00
1399,633,78,2,359.86,11.00
1400,1035,34,1,181.85,0.00
1401,1089,56,4,142.48,13.00
1402,636,76,3,385.29,16.00
1403,859,68,3,84.78,10.00
1404,140,79,3,357.11,15.00
1405,1101,12,1,694.24,4.00
1406,1211,27,3,638.68,4.00
1407,436,66,5,94.39,17.00
1408,746,30,3,456.18,20.00
1409,1484,5,2,512.81,4.00
1410,264,64,1,658.94,6.00
1411,434,16,5,568.09,14.00
1412,866,64,2,106.74,18.00
1413,1216,26,4,496.61,3.00
1414,430,73,4,347.85,8.00
1415,36,30,3,123.65,4.00
1416,402,23,5,430.66,23.00
1417,963,70,5,94.43,11.00
1418,716,63,5,335.66,13.00
1419,792,46,3,352.31,19.00
1420,318,75,5,580.39,1.00
1421,683,20,3,676.52,9.00
1422,1148,22,4,690.65,17.00
1423,242,29,3,641.20,25.00
1424,375,55,4,168.16,20.00
1425,515,3,1,435.09,15.00
1426,596,5,5,16.90,24.00
1427,1229,1,4,220.46,9.00
1428,182,54,3,276.22,7.00
1429,457,5,4,308.12,6.00
1430,108,5,1,142.08,20.00
1431,1366,47,2,123.77,8.00
1432,565,58,2,212.17,20.00
1433,64,26,1,412.58,21.00
1434,695,20,5,679.57,17.00
1435,1492,76,2,514.80,3.00
1436,950,74,1,303.32,15.00
1437,608,49,2,650.59,20.00
1438,113,66,1,234.31,9.00
1439,777,56,3,246.65,25.00
1440,757,13,2,181.87,16.00
1441,1389,45,1,689.01,13.00
1442,285,42,3,85.44,22.00
1443,895,42,2,696.37,5.00
1444,49,59,3,314.56,16.00
1445,936,10,4,173.42,15.00
1446,810,38,5,295.90,24.00
1447,317,61,4,168.68,10.00
1448,17,45,3,674.98,22.00
1449,782,31,4,355.14,3.00
1450,214,67,1,182.12,7.00
1451,840,12,5,636.04,12.00
1452,1272,48,2,134.60,18.00
1453,547,52,3,583.20,1.00
1454,648,78,5,426.77,18.00
1455,1242,56,5,394.17,2.00
1456,1364,28,1,299.53,6.00
1457,612,30,3,117.60,6.00
1458,51,18,5,92.13,11.00
1459,1050,6,3,364.99,18.00
1460,1446,5,2,210.52,2.00
1461,1471,45,2,695.32,24.00
1462,1128,54,1,551.59,7.00
1463,702,77,3,541.63,21.00
1464,1334,7,1,186.29,16.00
1465,111,5,4,381.98,6.00
1466,1190,21,3,92.60,3.00
1467,683,57,3,31.99,5.00
1468,1315,24,4,82.00,1.00
1469,667,56,1,543.79,17.00
1470,786,8,2,309.67,13.00
1471,576,73,1,474.23,22.00
1472,171,66,5,92.29,6.00
1473,1362,19,5,118.07,4.00
1474,835,29,4,345.77,17.00
1475,137,31,1,503.59,23.00
1476,407,60,3,687.52,6.00
1477,798,53,5,93.10,20.00
1478,1379,2,5,261.59,4.00
1479,319,29,3,244.01,20.00
1480,318,30,3,228.92,6.00
1481,762,41,1,138.71,22.00
1482,883,48,1,607.60,19.00
1483,249,47,5,690.97,17.00
1484,529,23,1,170.48,14.00
1485,493,44,1,134.84,7.00
1486,156,72,3,620.29,15.00
1487,1025,77,3,661.34,4.00
1488,16,75,2,104.45,21.00
1489,1216,39,3,664.31,19.00
1490,737,10,5,456.03,1.00
1491,971,23,1,352.89,11.00
1492,126,59,2,122.50,5.00
1493,278,53,3,235.17,15.00
1494,245,46,4,135.67,16.00
1495,589,76,3,429.79,21.00
1496,1270,60,1,437.67,22.00
1497,763,74,3,552.12,9.00
1498,471,60,4,484.54,13.00
1499,1020,1,4,328.98,5.00
1500,581,74,3,205.21,17.00
1501,1308,43,4,127.43,14.00
1502,133,4,3,218.17,6.00
1503,587,61,5,104.67,7.00
1504,164,69,1,526.26,10.00
1505,40,80,3,357.71,13.00
1506,1251,44,2,541.54,17.00
1507,1179,3,5,216.66,13.00
1508,189,61,1,333.34,6.00
1509,210,68,4,666.60,15.00
1510,870,39,2,311.89,21.00
1511,434,6,1,438.18,0.00
1512,24,9,5,187.66,14.00
1513,1174,2,5,218.06,24.00
1514,382,11,4,623.88,24.00
1515,338,17,3,234.32,7.00
1516,302,42,3,625.72,0.00
1517,65,60,4,111.93,1.00
1518,596,35,5,273.55,23.00
1519,1196,75,4,485.61,2.00
1520,1429,15,2,95.14,21.00
1521,1011,67,2,78.73,5.00
1522,176,59,5,433.15,16.00
1523,1356,74,1,594.89,14.00
1524,321,10,4,412.34,8.00
1525,628,62,2,696.26,18.00
1526,565,30,4,494.42,22.00
1527,548,10,4,521.32,9.00
1528,1037,18,3,378.96,23.00
1529,544,69,4,646.94,25.00
1530,1259,46,4,278.64,24.00
1531,1498,50,4,193.07,24.00
1532,1089,76,3,239.55,23.00
1533,142,18,1,297.44,24.00
1534,1205,41,3,229.39,5.00
1535,1030,18,5,187.35,20.00
1536,400,68,3,617.36,0.00
1537,567,45,4,295.32,0.00
1538,633,42,1,494.01,20.00
1539,1442,53,5,124.86,20.00
1540,811,51,4,260.94,2.00
1541,1479,57,3,609.84,17.00
1542,157,31,3,186.49,21.00
1543,889,74,2,449.43,11.00
1544,1245,61,3,73.17,6.00
1545,1363,80,1,216.05,3.00
1546,286,7,3,606.60,8.00
1547,177,69,3,141.70,15.00
1548,468,8,1,611.83,16.00
1549,895,48,2,690.85,19.00
1550,1495,10,1,166.05,10.00
1551,1357,55,2,348.72,21.00
1552,934,34,5,66.66,17.00
1553,412,30,5,51.29,17.00
1554,605,44,5,363.12,7.00
1555,924,45,5,275.76,11.00
1556,197,6,4,217.69,23.00
1557,431,49,4,71.67,25.00
1558,1386,73,5,639.04,8.00
1559,222,40,2,322.36,20.00
1560,630,49,5,587.94,7.00
1561,1079,45,1,409.44,11.00
1562,1184,21,2,687.25,21.00
1563,136,67,4,108.03,24.00
1564,620,30,3,692.98,1.00
1565,800,28,3,543.57,10.00
1566,302,36,3,214.23,10.00
1567,645,80,2,48.84,11.00
1568,1470,46,4,417.00,25.00
1569,1011,28,2,338.03,12.00
1570,376,28,1,239.45,11.00
1571,1332,63,4,347.03,25.00
1572,1124,19,4,156.92,1.00
1573,1223,12,1,683.37,20.00
1574,645,65,3,410.71,1.00
1575,1058,4,2,649.88,19.00
1576,452,15,1,214.47,24.00
1577,1394,16,5,135.88,20.00
1578,1146,34,3,278.22,18.00
1579,1184,41,2,171.62,24.00
1580,547,76,4,499.61,20.00
1581,1067,14,3,117.64,8.00
1582,129,75,3,485.22,15.00
1583,839,34,5,126.87,9.00
1584,118,57,3,95.46,6.00
1585,691,64,3,497.45,10.00
1586,199,17,2,232.26,21.00
1587,745,35,2,49.01,23.00
1588,458,80,1,515.69,15.00
1589,30,55,5,371.45,20.00
1590,497,21,1,148.88,10.00
1591,134,61,4,467.26,4.00
1592,1117,16,3,443.88,25.00
1593,210,44,4,184.09,19.00
1594,578,29,5,269.27,9.00
1595,152,78,2,568.50,0.00
1596,1043,44,4,325.07,1.00
1597,1001,71,3,263.09,5.00
1598,74,26,5,159.94,16.00
1599,311,50,1,616.87,17.00
1600,693,57,4,285.75,13.00
1601,89,71,3,688.94,6.00
1602,1459,53,1,156.50,6.00
1603,362,63,2,123.04,18.00
1604,1490,65,1,516.02,16.00
1605,927,37,2,342.68,5.00
1606,687,70,5,62.68,22.00
1607,84,37,4,377.10,11.00
1608,738,40,3,187.22,23.00
1609,361,69,4,465.36,8.00
1610,20,10,4,259.98,24.00
1611,712,56,4,375.01,1.00
1612,100,67,4,593.97,4.00
1613,1108,10,5,351.50,19.00
1614,775,54,1,686.96,5.00
1615,656,34,5,451.30,20.00
1616,179,49,2,160.14,16.00
1617,24,31,2,11.34,2.00
1618,553,66,4,19.48,0.00
1619,702,25,3,276.40,13.00
1620,198,34,4,165.01,1.00
1621,862,58,4,652.09,23.00
1622,109,45,3,69.46,0.00
1623,640,50,3,436.34,6.00
1624,879,62,1,474.71,21.00
1625,1344,70,3,25.25,21.00
1626,969,31,1,599.39,18.00
1627,21,60,1,597.27,16.00
1628,521,7,3,251.48,24.00
1629,495,72,3,405.32,2.00
1630,98,24,2,237.27,17.00
1631,428,22,3,27.54,2.00
1632,1176,67,4,67.07,10.00
1633,63,14,1,22.34,13.00
1634,674,72,4,628.15,21.00
1635,980,52,4,415.43,24.00
1636,217,38,4,24.37,0.00
1637,255,70,4,229.99,3.00
1638,319,26,5,396.27,13.00
1639,424,73,4,326.65,3.00
1640,151,38,5,412.77,23.00
1641,103,13,2,49.62,7.00
1642,350,26,2,159.18,7.00
1643,1214,41,2,353.07,23.00
1644,1368,17,2,474.52,23.00
1645,374,71,4,126.05,4.00
1646,557,29,1,116.28,24.00
1647,1308,65,5,261.93,22.00
1648,375,41,4,640.67,7.00
1649,407,29,3,147.57,23.00
1650,70,46,4,357.46,24.00
1651,1221,29,2,372.07,23.00
1652,942,54,4,632.03,16.00
1653,374,27,1,154.66,12.00
1654,154,58,3,414.25,21.00
1655,985,33,4,649.09,25.00
1656,728,48,5,250.23,8.00
1657,126,32,1,613.01,18.00
1658,486,45,2,213.20,10.00
1659,452,72,2,174.26,20.00
1660,634,31,4,652.26,18.00
1661,1045,16,1,510.01,16.00
1662,1023,11,1,60.46,5.00
1663,857,80,5,635.20,10.00
1664,856,6,2,406.77,17.00
1665,681,69,3,678.19,22.00
1666,724,24,4,325.81,4.00
1667,573,80,3,202.36,25.00
1668,942,38,3,623.02,6.00
